INFO 2025-12-10 06:15:29,142 autoreload 8652 22668 Watching for file changes with StatReloader
    return view(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1942, in add_view
    return self.changeform_view(request, None, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1801, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1846, in _changeform_view
    form_validated = form.is_valid()
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 206, in is_valid
    return self.is_bound and not self.errors
                                 ^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 201, in errors
    self.full_clean()
    ~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 339, in full_clean
    self._post_clean()
    ~~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\models.py", line 503, in _post_clean
    self.instance.full_clean(
    ~~~~~~~~~~~~~~~~~~~~~~~~^
        exclude=exclude, validate_unique=False, validate_constraints=False
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1678, in full_clean
    self.clean_fields(exclude=exclude)
    ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1733, in clean_fields
    setattr(self, f.attname, f.clean(raw_value, self))
                             ~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 837, in clean
    self.run_validators(value)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 789, in run_validators
    v(value)
    ~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 395, in __call__
    if self.compare(cleaned, limit_value):
       ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 429, in compare
    return a < b
           ^^^^^
TypeError: '<' not supported between instances of 'datetime.date' and 'str'
ERROR 2025-12-10 06:31:24,661 log 20416 19000 Internal Server Error: /admin/clinic/patient/add/
Traceback (most recent call last):
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 710, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\sites.py", line 247, in inner
    return view(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1942, in add_view
    return self.changeform_view(request, None, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1801, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1846, in _changeform_view
    form_validated = form.is_valid()
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 206, in is_valid
    return self.is_bound and not self.errors
                                 ^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 201, in errors
    self.full_clean()
    ~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 339, in full_clean
    self._post_clean()
    ~~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\models.py", line 503, in _post_clean
    self.instance.full_clean(
    ~~~~~~~~~~~~~~~~~~~~~~~~^
        exclude=exclude, validate_unique=False, validate_constraints=False
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1678, in full_clean
    self.clean_fields(exclude=exclude)
    ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1733, in clean_fields
    setattr(self, f.attname, f.clean(raw_value, self))
                             ~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 837, in clean
    self.run_validators(value)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 789, in run_validators
    v(value)
    ~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 395, in __call__
    if self.compare(cleaned, limit_value):
       ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 429, in compare
    return a < b
           ^^^^^
TypeError: '<' not supported between instances of 'datetime.date' and 'str'
WARNING 2025-12-10 06:31:29,227 log 20416 19000 Not Found: /static/admin/css/base.css
WARNING 2025-12-10 06:31:29,229 log 20416 12712 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-12-10 06:31:29,229 log 20416 19904 Not Found: /static/admin/js/theme.js
WARNING 2025-12-10 06:31:29,230 log 20416 23368 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:31:29,232 log 20416 1736 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:31:29,233 log 20416 19000 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:31:29,236 log 20416 12712 Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2025-12-10 06:31:29,237 log 20416 23368 Not Found: /static/admin/js/jquery.init.js
WARNING 2025-12-10 06:31:29,238 log 20416 1736 Not Found: /static/admin/js/calendar.js
WARNING 2025-12-10 06:31:29,239 log 20416 19904 Not Found: /static/admin/js/admin/DateTimeShortcuts.js
WARNING 2025-12-10 06:31:29,241 log 20416 19000 Not Found: /static/admin/js/core.js
WARNING 2025-12-10 06:31:29,242 log 20416 12712 Not Found: /static/admin/js/admin/RelatedObjectLookups.js
WARNING 2025-12-10 06:31:29,244 log 20416 23368 Not Found: /static/admin/js/actions.js
WARNING 2025-12-10 06:31:29,245 log 20416 1736 Not Found: /static/admin/js/urlify.js
WARNING 2025-12-10 06:31:29,246 log 20416 19904 Not Found: /static/admin/js/prepopulate.js
WARNING 2025-12-10 06:31:29,248 log 20416 19000 Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2025-12-10 06:31:29,250 log 20416 22920 Not Found: /static/admin/js/prepopulate_init.js
WARNING 2025-12-10 06:31:29,256 log 20416 22920 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:31:29,258 log 20416 19000 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:31:29,260 log 20416 19000 Not Found: /static/admin/js/nav_sidebar.js
WARNING 2025-12-10 06:31:29,265 log 20416 19000 Not Found: /static/admin/img/icon-changelink.svg
WARNING 2025-12-10 06:31:29,267 log 20416 23368 Not Found: /static/admin/img/icon-deletelink.svg
WARNING 2025-12-10 06:31:29,266 log 20416 19904 Not Found: /static/admin/img/icon-addlink.svg
WARNING 2025-12-10 06:31:29,266 log 20416 1736 Not Found: /static/admin/img/icon-viewlink.svg
WARNING 2025-12-10 06:31:29,267 log 20416 12712 Not Found: /static/admin/js/change_form.js
WARNING 2025-12-10 06:31:29,265 log 20416 22920 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:31:31,546 log 20416 22920 Unauthorized: /api/v1/appointments/
WARNING 2025-12-10 06:31:31,566 log 20416 22920 Not Found: /static/rest_framework/css/bootstrap.min.css
WARNING 2025-12-10 06:31:31,568 log 20416 12712 Not Found: /static/rest_framework/css/bootstrap-tweaks.css
WARNING 2025-12-10 06:31:31,568 log 20416 1736 Not Found: /static/rest_framework/css/prettify.css
WARNING 2025-12-10 06:31:31,569 log 20416 19904 Not Found: /static/rest_framework/css/default.css
WARNING 2025-12-10 06:31:31,569 log 20416 23368 Not Found: /static/rest_framework/js/jquery-3.5.1.min.js
WARNING 2025-12-10 06:31:31,571 log 20416 19000 Not Found: /static/rest_framework/js/ajax-form.js
WARNING 2025-12-10 06:31:31,571 log 20416 22920 Not Found: /static/rest_framework/js/csrf.js
WARNING 2025-12-10 06:31:31,573 log 20416 12712 Not Found: /static/rest_framework/js/bootstrap.min.js
WARNING 2025-12-10 06:31:31,575 log 20416 19904 Not Found: /static/rest_framework/js/default.js
WARNING 2025-12-10 06:31:31,576 log 20416 1736 Not Found: /static/rest_framework/js/prettify-min.js
WARNING 2025-12-10 06:31:33,073 log 20416 1736 Unauthorized: /api/v1/appointments/
WARNING 2025-12-10 06:31:33,093 log 20416 1736 Not Found: /static/rest_framework/css/bootstrap.min.css
WARNING 2025-12-10 06:31:33,095 log 20416 19904 Not Found: /static/rest_framework/css/bootstrap-tweaks.css
WARNING 2025-12-10 06:31:33,096 log 20416 12712 Not Found: /static/rest_framework/css/prettify.css
WARNING 2025-12-10 06:31:33,096 log 20416 22920 Not Found: /static/rest_framework/css/default.css
WARNING 2025-12-10 06:31:33,096 log 20416 19000 Not Found: /static/rest_framework/js/jquery-3.5.1.min.js
WARNING 2025-12-10 06:31:33,097 log 20416 23368 Not Found: /static/rest_framework/js/ajax-form.js
WARNING 2025-12-10 06:31:33,098 log 20416 1736 Not Found: /static/rest_framework/js/csrf.js
WARNING 2025-12-10 06:31:33,100 log 20416 19904 Not Found: /static/rest_framework/js/bootstrap.min.js
WARNING 2025-12-10 06:31:33,101 log 20416 12712 Not Found: /static/rest_framework/js/prettify-min.js
WARNING 2025-12-10 06:31:33,102 log 20416 23368 Not Found: /static/rest_framework/js/default.js
WARNING 2025-12-10 06:31:42,584 log 20416 23368 Not Found: /
WARNING 2025-12-10 06:31:43,919 log 20416 23368 Not Found: /
WARNING 2025-12-10 06:31:44,431 log 20416 23368 Not Found: /
INFO 2025-12-10 06:32:00,379 autoreload 22968 21264 Watching for file changes with StatReloader
WARNING 2025-12-10 06:32:04,164 log 22968 18216 Not Found: /static/admin/css/base.css
WARNING 2025-12-10 06:32:04,166 log 22968 16560 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-12-10 06:32:04,167 log 22968 13548 Not Found: /static/admin/js/theme.js
WARNING 2025-12-10 06:32:04,169 log 22968 14676 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:32:04,171 log 22968 15444 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:32:04,171 log 22968 16560 Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2025-12-10 06:32:04,170 log 22968 18216 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:32:04,173 log 22968 13548 Not Found: /static/admin/js/calendar.js
WARNING 2025-12-10 06:32:04,175 log 22968 14676 Not Found: /static/admin/js/jquery.init.js
WARNING 2025-12-10 06:32:04,177 log 22968 15444 Not Found: /static/admin/js/admin/DateTimeShortcuts.js
WARNING 2025-12-10 06:32:04,178 log 22968 16560 Not Found: /static/admin/js/core.js
WARNING 2025-12-10 06:32:04,184 log 22968 18216 Not Found: /static/admin/js/admin/RelatedObjectLookups.js
WARNING 2025-12-10 06:32:04,185 log 22968 13548 Not Found: /static/admin/js/actions.js
WARNING 2025-12-10 06:32:04,186 log 22968 14676 Not Found: /static/admin/js/urlify.js
WARNING 2025-12-10 06:32:04,190 log 22968 15444 Not Found: /static/admin/js/prepopulate.js
WARNING 2025-12-10 06:32:04,192 log 22968 13548 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:32:04,191 log 22968 18216 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:32:04,190 log 22968 16560 Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2025-12-10 06:32:04,193 log 22968 14676 Not Found: /static/admin/js/prepopulate_init.js
WARNING 2025-12-10 06:32:04,202 log 22968 14676 Not Found: /static/admin/js/nav_sidebar.js
WARNING 2025-12-10 06:32:04,202 log 22968 16560 Not Found: /static/admin/img/icon-changelink.svg
WARNING 2025-12-10 06:32:04,203 log 22968 18132 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:32:04,203 log 22968 18216 Not Found: /static/admin/img/icon-addlink.svg
WARNING 2025-12-10 06:32:04,204 log 22968 13548 Not Found: /static/admin/img/icon-viewlink.svg
WARNING 2025-12-10 06:32:04,205 log 22968 15444 Not Found: /static/admin/img/icon-deletelink.svg
WARNING 2025-12-10 06:32:04,208 log 22968 18132 Not Found: /static/admin/js/change_form.js
WARNING 2025-12-10 06:32:08,107 log 22968 18132 Not Found: /static/admin/css/base.css
WARNING 2025-12-10 06:32:08,108 log 22968 15444 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-12-10 06:32:08,109 log 22968 16560 Not Found: /static/admin/css/dashboard.css
WARNING 2025-12-10 06:32:08,110 log 22968 13548 Not Found: /static/admin/js/theme.js
WARNING 2025-12-10 06:32:08,110 log 22968 18216 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:32:08,111 log 22968 14676 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:32:08,117 log 22968 18216 Not Found: /static/admin/css/dashboard.css
WARNING 2025-12-10 06:32:08,118 log 22968 14676 Not Found: /static/admin/js/nav_sidebar.js
WARNING 2025-12-10 06:32:23,039 log 22968 14676 Not Found: /api/v1/staff/
WARNING 2025-12-10 06:32:24,267 log 22968 14676 Unauthorized: /api/v1/patients/
WARNING 2025-12-10 06:32:24,287 log 22968 14676 Not Found: /static/rest_framework/css/bootstrap.min.css
WARNING 2025-12-10 06:32:24,288 log 22968 13548 Not Found: /static/rest_framework/css/prettify.css
WARNING 2025-12-10 06:32:24,289 log 22968 16560 Not Found: /static/rest_framework/css/default.css
WARNING 2025-12-10 06:32:24,289 log 22968 15444 Not Found: /static/rest_framework/js/jquery-3.5.1.min.js
WARNING 2025-12-10 06:32:24,290 log 22968 18132 Not Found: /static/rest_framework/js/ajax-form.js
WARNING 2025-12-10 06:32:24,288 log 22968 18216 Not Found: /static/rest_framework/css/bootstrap-tweaks.css
WARNING 2025-12-10 06:32:24,292 log 22968 14676 Not Found: /static/rest_framework/js/csrf.js
WARNING 2025-12-10 06:32:24,294 log 22968 13548 Not Found: /static/rest_framework/js/bootstrap.min.js
WARNING 2025-12-10 06:32:24,296 log 22968 16560 Not Found: /static/rest_framework/js/prettify-min.js
WARNING 2025-12-10 06:32:24,294 log 22968 15444 Not Found: /static/rest_framework/js/default.js
INFO 2025-12-11 07:54:51,201 autoreload 15980 14680 Watching for file changes with StatReloader
INFO 2025-12-11 07:55:25,313 autoreload 13352 10968 Watching for file changes with StatReloader
INFO 2025-12-11 07:55:50,886 autoreload 19528 2776 Watching for file changes with StatReloader
INFO 2025-12-11 07:56:26,523 autoreload 4772 19732 Watching for file changes with StatReloader
ERROR 2025-12-11 07:59:40,236 log 4772 2396 Internal Server Error: /admin/clinic/patient/add/
Traceback (most recent call last):
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 710, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\sites.py", line 247, in inner
    return view(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1942, in add_view
    return self.changeform_view(request, None, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1801, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1846, in _changeform_view
    form_validated = form.is_valid()
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 206, in is_valid
    return self.is_bound and not self.errors
                                 ^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 201, in errors
    self.full_clean()
    ~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 339, in full_clean
    self._post_clean()
    ~~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\models.py", line 503, in _post_clean
    self.instance.full_clean(
    ~~~~~~~~~~~~~~~~~~~~~~~~^
        exclude=exclude, validate_unique=False, validate_constraints=False
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1678, in full_clean
    self.clean_fields(exclude=exclude)
    ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1733, in clean_fields
    setattr(self, f.attname, f.clean(raw_value, self))
                             ~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 837, in clean
    self.run_validators(value)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 789, in run_validators
    v(value)
    ~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 395, in __call__
    if self.compare(cleaned, limit_value):
       ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 429, in compare
    return a < b
           ^^^^^
TypeError: '<' not supported between instances of 'datetime.date' and 'str'
WARNING 2025-12-11 07:59:40,329 log 4772 2396 Not Found: /favicon.ico
INFO 2025-12-11 08:02:17,663 autoreload 4772 19732 C:\Users\Professional\Desktop\ œ\clinic\models.py changed, reloading.
INFO 2025-12-11 08:02:18,155 autoreload 18536 21616 Watching for file changes with StatReloader
INFO 2025-12-11 08:07:56,845 autoreload 21580 8844 Watching for file changes with StatReloader
INFO 2025-12-11 08:10:06,052 autoreload 21188 15276 Watching for file changes with StatReloader
WARNING 2025-12-11 08:10:18,517 log 21188 17068 Not Found: /api/v1/departments/
WARNING 2025-12-11 08:10:29,145 log 21188 18304 Unauthorized: /api/v1/appointments/
WARNING 2025-12-11 08:10:35,567 log 21188 18304 Not Found: /api/v1/staff/
WARNING 2025-12-11 08:10:42,004 log 21188 18304 Unauthorized: /api/v1/patients/
INFO 2025-12-11 23:39:26,905 autoreload 21040 13456 Watching for file changes with StatReloader
INFO 2025-12-11 23:40:04,632 autoreload 17000 15700 Watching for file changes with StatReloader
INFO 2025-12-11 23:47:41,268 autoreload 19596 7660 Watching for file changes with StatReloader
WARNING 2025-12-11 23:47:45,335 log 19596 8744 Not Found: /favicon.ico
WARNING 2025-12-11 23:48:54,918 log 19596 8744 Unauthorized: /api/v1/patients/
WARNING 2025-12-11 23:49:03,457 log 19596 8744 Unauthorized: /api/v1/patients/
WARNING 2025-12-11 23:49:08,079 log 19596 8744 Unauthorized: /api/v1/patients/
INFO 2025-12-12 00:00:09,866 autoreload 1568 3856 Watching for file changes with StatReloader
WARNING 2025-12-12 00:00:22,466 log 1568 21228 Unauthorized: /api/v1/patients/
WARNING 2025-12-12 00:00:30,414 log 1568 21228 Unauthorized: /api/v1/patients/
WARNING 2025-12-12 00:00:38,241 log 1568 21228 Unauthorized: /api/v1/staff/
WARNING 2025-12-12 00:00:45,623 log 1568 21228 Unauthorized: /api/v1/appointments/
INFO 2025-12-12 00:04:49,332 autoreload 6300 16088 Watching for file changes with StatReloader
WARNING 2025-12-12 00:05:00,195 log 6300 12340 Not Found: /accounts/profile/
INFO 2025-12-12 00:06:27,576 autoreload 6300 16088 C:\Users\Professional\Desktop\ œ\medical_clinic\settings.py changed, reloading.
INFO 2025-12-12 00:06:28,125 autoreload 20784 20144 Watching for file changes with StatReloader
WARNING 2025-12-12 00:07:33,599 log 20784 19532 Not Found: /api/v1/patients/[ID]/export_pdf/
WARNING 2025-12-12 00:07:49,552 log 20784 19532 Not Found: /api/v1/patients/[ID]/medical_records/
INFO 2025-12-14 19:25:30,305 autoreload 5172 3320 Watching for file changes with StatReloader
INFO 2025-12-14 19:26:19,526 autoreload 18812 4456 Watching for file changes with StatReloader
WARNING 2025-12-14 19:26:26,564 log 18812 20272 Not Found: /favicon.ico
WARNING 2025-12-14 19:26:30,561 log 18812 20272 Not Found: /
INFO 2025-12-14 19:40:30,641 autoreload 7860 8588 Watching for file changes with StatReloader
INFO 2025-12-14 19:43:17,800 autoreload 17352 14816 Watching for file changes with StatReloader
INFO 2025-12-17 04:54:30,496 autoreload 15948 19348 Watching for file changes with StatReloader
WARNING 2025-12-17 04:54:35,466 log 15948 15216 Not Found: /favicon.ico
INFO 2025-12-17 04:58:10,863 autoreload 15948 19348 C:\Users\Professional\Desktop\ œ\clinic\admin.py changed, reloading.
INFO 2025-12-17 04:58:11,258 autoreload 1716 2728 Watching for file changes with StatReloader
INFO 2025-12-17 04:58:17,384 autoreload 15080 17108 Watching for file changes with StatReloader
INFO 2025-12-17 05:01:34,513 autoreload 20404 1644 Watching for file changes with StatReloader
ERROR 2025-12-17 05:01:38,116 log 20404 16588 Internal Server Error: /swagger/
Traceback (most recent call last):
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\generic\base.py", line 106, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\rest_framework\views.py", line 509, in dispatch
    response = self.handle_exception(exc)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\rest_framework\views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\rest_framework\views.py", line 480, in raise_uncaught_exception
    raise exc
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\rest_framework\views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\views.py", line 129, in get
    schema = generator.get_schema(request, self.public)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\drf_yasg\generators.py", line 337, in get_schema
    paths, prefix = self.get_paths(endpoints, components, request, public)
